,type,organization,comment,photo,photo_after,coords,subdistrict,district,timestamp,state,star,last_activity,severity,time_to_solve
39,{ทางเท้า},"เขตราชเทวี,เขตห้วยขวาง,ฝ่ายโยธา เขตราชเทวี,ผอ.เขตราชเทวี (นายกรณิศ),ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ปัญหาทางเดินเท้า ไม่เรียบร้อย มีการทำทางเท้านานมาก ทางเดินค่อนข้างเล็กและไม่เรียบ เป็นหลุมเป็นบ่อ ทำให้สะดุดเวลาเดินได้ง่าย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/ec9d0a0e6e8c4b4e7392082ce33d5ff1c025c67a.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/485d8335494b65da84ba39a9ebc9cdc6bfea42b8.jpg,"100.56420,13.74876",มักกะสัน,ราชเทวี,2022-05-27 11:31:58.453221+00,เสร็จสิ้น,5.0,2022-06-15 10:52:21.431989+00,Very Low,2
40,"{น้ำท่วม,ถนน}","เขตสายไหม,ฝ่ายโยธา เขตสายไหม,ฝ่ายรักษาความสะอาดฯ เขตสายไหม,ผอ.เขตสายไหม (นายสมบัติ),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)","หมู่บ้าน The Centro วัชรพล ถนนสุขาภิบาล 5 แขวงออเงิน เขตสายไหม กทม. 10220 ประสบปัญหา ดังนี้
1.รถขยะ กทม. ไม่ค่อยเข้ามาเก็บขยะในหมู่บ้าน
2.เมื่อฝนตกติดต่อกันเป็นชั่วโมง จะเกิดน้ำท่วมขังถนนทางเข้าออกหมู่บ้าน รวมถึงถนนหลักและซอยภายในหมู่บ้าน",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/dc5de61a232b993b722a11822970d632fd62655e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/bd609e5eee2f08b22a534727ca50f325b613dcb1.jpg,"100.67498,13.91011",ออเงิน,สายไหม,2022-05-27 13:52:54.588096+00,เสร็จสิ้น,5.0,2023-12-07 02:20:00.364114+00,Very Low,4
41,{สัตว์จรจัด},"เขตห้วยขวาง,ฝ่ายสิ่งแวดล้อมฯ เขตห้วยขวาง,ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ปัญหาแมวจรจัดในซอยบ้าน ท้องวนเกิดใหม่ไม่ได้รับการทำหมันค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/68deef74d16b4aee22e1a6441370f1748bc56bd4.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ba75ca674cdf8f5b7dcbfa18c89a97542e025ac2.jpg,"100.57986,13.78617",สามเสนนอก,ห้วยขวาง,2022-05-28 01:09:54.82425+00,เสร็จสิ้น,3.0,2022-06-21 08:07:50.906388+00,Very Low,3
42,"{สะพาน,ต้นไม้}","เขตพระนคร,สำนักการวางผังและพัฒนาเมือง กทม.,ผอ.เขตพระนคร (นายสัมฤทธิ์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",สวัสดีค่ะ ขอรบกวนแจ้งให้ทราบ สภาพต้นไม้บนสกายวอร์ค กรุงเทพ สะพานพระปก ตามภาพค่ะ น่าจะขาดคนดูแล น่าเสียดายมากๆ ค่ะ ฝากรบกวนด้วยนะคะ ขอบพระคุณค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/71e59f2f1f9195d0fda4b43637a57ea779044480.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/1979bc6432eeb73f2fb23156bb98eca3d6df67a3.jpg,"100.49841,13.73883",วังบูรพาภิรมย์,พระนคร,2022-05-28 01:44:02.227884+00,เสร็จสิ้น,4.0,2022-06-24 06:25:07.258718+00,Very Low,15
43,"{คลอง,ความสะอาด}","เขตจอมทอง,ฝ่ายโยธา เขตธนบุรี,ผอ.เขตจอมทอง (นายณัฐพงษ์),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)","1. ขอความกรุณาขุดลอกคลองหลังบ้าน พื้นที่ธนบุรี ระหว่างซอยวุฒากาศ 27 และ วุฒากาศ 29 
ปัจจุบันน้ำเน่า ส่งกลิ่นเหม็น

2. ขอความกรุณาหาวิธีแก้ไขทัศนอุดจาดหน้าบ้าน เนื่องจากมีพื้นที่ว่างกลายเป็นที่ทิ้งขยะ เลี้ยงไก่ ปัจจุบันขยะกองสูงเกินรถยนต์แล้ว บริเวณในซอยวุฒากาศ 29 เข้ามาในซอยไม่เกิน 20 เมตร

3. การเจาะท่อน้ำทิ้งทะลุอาคารโดยไม่มีท่อต่อลงท่อน้ำทิ้ง โดยเฉพาะเวลากลางคืนเสียงน้ำทิ้งดังมากนึกว่ามีน้ำตกอยู่หลังบ้าน

*เคยแจ้งปัญหาไปหลายครั้ง มีจนท.ของเขตธนบุรีมาตรวจสอบ แต่ไม่สามารถแก้ไขปัญหาได้ แบบยั่งยืน  นับวันสภาพแย่ลงๆมากกว่าครั้งแรกที่แจ้งไป

ขอฝากความหวังไว้กับอาจารย์ขัชชาติด้วยนะคะ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/56188abfb832099be7f09a84c00dccb330988708.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a3ae841cfb8106769fffc19565071ce27868a17d.jpg,"100.47111,13.71119",บางค้อ,จอมทอง,2022-05-28 04:12:42.027485+00,เสร็จสิ้น,1.0,2022-06-23 05:50:04.668523+00,Very Low,5
44,{คลอง},"เขตบางกะปิ,สำนักการระบายน้ำ กทม.,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",มีการปล่อยน้ำสารเคมีบริเวณสถานีสูบน้ำคลองตาหนังข้างท่าเรือเดอะมอลล์บางกะปิ ครับอาจารย์,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/1a295fb099303ac6cd74a80f07e8d747410e4953.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/74630565b68600d7807a6e06c128dee8659fb147.jpg,"100.64354,13.76461",หัวหมาก,บางกะปิ,2022-05-28 07:33:20.661421+00,เสร็จสิ้น,5.0,2022-07-01 01:46:09.130958+00,Very Low,10
45,{คลอง},"เขตหนองจอก,ผอ.เขตหนองจอก (นายไพโรจน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",เป็นบึงรับน้ำชื่อบึงเสือขบรกไปด้วยวัจพืชทำให้บึงตื้นเขิน ขุดลอกเอาผักตบชวาออกเพื่อการระบายที่ดี อยู่ในม.3 แขวงคู้ฝั่งเหนือ เขตหนองจอก ท้ายหมู่บ้านเต็มสิริ 1-3,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/c3d02a9052497cb4571ccaf6d61fd7ea3a09fdfd.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b2d3066180fe05dee577c7e179efae47ae31539f.jpg,"100.82211,13.85939",คู้ฝั่งเหนือ,หนองจอก,2022-05-28 09:12:30.607125+00,เสร็จสิ้น,5.0,2022-06-13 14:58:38.562972+00,Very Low,1
46,{ความสะอาด},"เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ขยะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/704497144200224f71d3e188c4e4532e68ae71d1.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f19346d93ea76a396b4e0669ac097faaf1f15a00.jpg,"100.56312,13.75572",ดินแดง,ดินแดง,2022-05-28 09:16:21.578995+00,เสร็จสิ้น,5.0,2022-06-22 15:24:56.909349+00,Very Low,7
47,{ความสะอาด},"เขตดินแดง,ฝ่ายรักษาความสะอาดฯ เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ชาวบ้านมักมาทิ้งขยะบนทางเท้า หน้าธนาคารไทยพานิชย์ (ที่ถูกปิดไป) อยากให้มีป้ายมาติดห้ามทิ้ง หากทิ้งปรับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/a703eca9c17ddc72c047e62e8cff9e17cdc9fb59.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/289ecf66c6e94cc0b6819efffe98db38dd07134a.jpg,"100.56312,13.75572",ดินแดง,ดินแดง,2022-05-28 09:21:03.949485+00,เสร็จสิ้น,5.0,2022-06-22 15:24:24.318082+00,Low,10
48,{ถนน},"เขตบางแค,ฝ่ายโยธา เขตบางแค,ผอ.เขตบางแค (นายณรงค์),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)","สวัสดีครับท่านผู้ว่าชัชชาติหรือท่านผู้ช่วยที่เกี่ยวข้อง 

ผมขอแจ้งปัญหาเรื่องถนนในซอยเพชรเกษม 68 แยก 42 เขตบางแค แขวงบางแคเหนือ ครับ

ถนนในแยก 42 เป็นหลุมเป็นบ่อเวลาฝนตกลำบากสำหรับคนเดินเท้ามากครับ ปล.เนื่องจากเป็นซอยที่ส่วนบุคคลจึงไม่มีหน่วยงานไหนเข้ามาทำให้ครับ  อยากได้เป็นถนนคอนกรีต แต่ถ้าไม่สามารถได้ก็ขอให้ช่วยปรับถนนให้ดีขึ้นก็ยังดีครับ ขอบคุณล่วงหน้าครับ🙏🙏🙏",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/faf494f6026d6029ac0e0492b01fd13d3281630c.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/91d7b65dbd37e39552d142a139ddb42d24ed276c.jpg,"100.41885,13.72509",บางแคเหนือ,บางแค,2022-05-28 11:04:34.777593+00,เสร็จสิ้น,4.0,2022-09-04 16:07:21.629132+00,Very Low,8
49,{แสงสว่าง},"เขตจตุจักร,สำนักการโยธา กทม.,BTS,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.)","แจ้งไฟส่องสว่าง เกาะกลาง ถ.พหลโยธิน ห้าแยกลาดพร้าว ใต้ทางวิ่งรถไฟฟ้า BTS ระหว่างตอม่อ ต้นที่ P16 – P19 ไฟดับตลอดแนวรวม 10 ดวง  (ตามภาพประกอบ)
1. ไฟกิ่งคู่เสาเหล็ก ระหว่างตอม่อ P16 – P17 ดับทั้งเสา 2 ดวง 
2. ไฟกิ่ง ที่ติดตั้งกับทางเดินสกายวอร์ค (Sky Walk) ระหว่างตอม่อ P17 – P19 ถ.พหลโยธิน ฝั่งขาออก ดับ 4 ดวง และฝั่งขาเข้า ดับ 4 ดวง
ทั้งนี้ ได้แจ้งเรื่องไปที่แขวงทางหลวงกรุงเทพ กรมทางหลวง แล้วเมื่อวันที่ 11 เม.ย. 2565 และได้รับคำตอบชี้แจงว่า ไฟส่องสว่างดังกล่าวนี้ไม่ได้อยู่ในความรับผิดชอบดูแล จึงสันนิษฐานว่า จะดูแลและรับผิดชอบโดย กทม.
(พื้นที่ เขตจตุจักร กทม.)",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-05/011024710de3523baf345bd7cadd3c3b398464d7.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f15ab924335936fb7b37ab43762bd97deb1efc53.jpg,"100.56034,13.81383",จตุจักร,จตุจักร,2022-05-28 12:16:27.35797+00,กำลังดำเนินการ,1.0,2022-09-05 03:13:01.405784+00,Low,2
